event_id,year_sheet,event_start_ts,event_end_ts,outage_duration_hours,customers_affected,demand_loss_mw,nerc_region,event_type,alert_criteria,area_affected_raw,event_year,event_month,has_end_ts,has_customers_affected
1668,2014,2014-10-22 22:46:00,2014-10-22 22:47:00,0.016666666666666666,66650.0,,NPCC,Severe Weather,,"New Hampshire, Maine, Massachusetts, Rhode Island, Connecticut, Vermont",2014.0,10.0,True,True
1669,2014,2014-10-24 18:16:00,2014-10-25 13:51:00,19.583333333333332,,,NPCC,Suspected Physical Attack - Vandalism,,"Enfield, Connecticut",2014.0,10.0,True,False
1670,2014,2014-10-24 16:00:00,2014-10-24 17:50:00,1.8333333333333333,,,MRO,Suspected Physical Attack - Vandalism,,"Howard County, Texas",2014.0,10.0,True,False
1671,2014,2014-10-25 16:00:00,2014-10-25 22:00:00,6.0,78000.0,216.0,WECC,Severe Weather - Wind,,"Greater Portland and Salem, Oregon",2014.0,10.0,True,True
1672,2014,2014-10-25 18:00:00,,,96000.0,154.0,WECC,Severe Weather - Wind,,"King County, Thurston County and Kitsap County,  Washington",2014.0,10.0,False,True
1673,2014,2014-11-01 01:00:00,2014-11-01 01:01:00,0.016666666666666666,,,WECC,Suspected Physical Attack - Vandalism,,"Portland, Oregon",2014.0,11.0,True,False
1674,2014,2014-11-02 13:46:00,,,63719.0,,NPCC,Severe Weather - Winter Storm,,"Massachusetts, Maine, Vermont, New Hampshire, Rhode Island, Connecticut",2014.0,11.0,False,True
1675,2014,2014-11-11 18:00:00,2014-11-14 15:00:00,69.0,68000.0,132.0,WECC,Severe Weather - Wind,,Washington,2014.0,11.0,True,True
1676,2014,2014-11-12 02:59:00,2014-11-12 03:00:00,0.016666666666666666,,,SERC,Suspected Physical Attack - Vandalism,,Unknown,2014.0,11.0,True,False
1677,2014,2014-11-13 07:07:00,2014-11-13 07:08:00,0.016666666666666666,,,MRO,Suspected Physical Attack - Vandalism,,"Howard County,Texas",2014.0,11.0,True,False
1678,2014,2014-11-14 09:50:00,2014-11-14 13:18:00,3.466666666666667,123.0,1.0,WECC,Electrical System Islanding,,"Estacada, Oregon",2014.0,11.0,True,True
1679,2014,2014-11-19 14:44:00,2014-11-19 14:45:00,0.016666666666666666,,,WECC,Suspected Physical Attack - Vandalism,,"Victorville, California",2014.0,11.0,True,False
1680,2014,2014-11-21 20:29:00,2014-11-23 00:16:00,27.783333333333335,,,WECC,Suspected Physical Attack - Vandalism,,"Twin Falls, Idaho",2014.0,11.0,True,False
1681,2014,2014-11-21 11:26:00,2014-11-23 17:20:00,53.9,,,WECC,Suspected Physical Attack - Vandalism,,"Sand Springs - Fort Rock, Oregon",2014.0,11.0,True,False
1682,2014,2014-11-24 00:00:00,,,,,SPP,Fuel Supply Emergency - Coal,,"Nebraska, Kansas, Texas, Arkansas, Louisiana, New Mexico",2014.0,11.0,False,False
1683,2014,2014-11-24 12:00:00,2014-11-27 13:00:00,73.0,186154.0,,RFC,Severe Weather - Wind,,Michigan,2014.0,11.0,True,True
1684,2014,2014-11-26 17:50:00,2014-11-28 07:00:00,37.166666666666664,79530.0,,NPCC,Severe Weather - Winter Storm,,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",2014.0,11.0,True,True
1685,2014,2014-12-01 10:44:00,2014-12-01 10:45:00,0.016666666666666666,,,SERC,Suspected Physical Attack - Vandalism,,"Fayetteville, North Carolina",2014.0,12.0,True,False
1686,2014,2014-12-03 12:15:00,2014-12-03 12:16:00,0.016666666666666666,,,NPCC,Suspected Physical Attack - Vandalism,,Maine,2014.0,12.0,True,False
1687,2014,2014-12-11 06:40:00,,,,,WECC,Severe Weather- High Winds,,Northern California,2014.0,12.0,False,False
1688,2014,2014-12-11 07:21:00,2014-12-11 21:53:00,14.533333333333333,75000.0,225.0,WECC,Distribution Interruption - Unknown Cause,,"San Francisco, California",2014.0,12.0,True,True
1689,2014,2014-12-11 23:15:00,,,,,WECC,Severe Weather- High Winds,,Northern California,2014.0,12.0,False,False
1690,2014,2014-12-11 16:05:00,2014-12-11 21:00:00,4.916666666666667,85470.0,250.0,WECC,Severe Weather- High Winds,,"Portland, Oregon",2014.0,12.0,True,True
1691,2014,2014-12-11 17:00:00,2014-12-12 10:00:00,17.0,264000.0,116.0,WECC,Severe Weather- High Winds,,"Kitsap, Thurston, Whatcom counties Washington",2014.0,12.0,True,True
1692,2014,2014-12-17 11:00:00,2014-12-17 12:15:00,1.25,,,WECC,Suspected Physical Attack,,Washington,2014.0,12.0,True,False
1693,2014,2014-12-30 15:50:00,2014-12-31 11:00:00,19.166666666666668,,,NPCC,Suspected Cyber Attack,,"New Hampshire, Massachusetts, Maine, Rhode Island, Connecticut, Vermont",2014.0,12.0,True,False
1694,2014,2014-12-30 13:08:00,2015-01-01 16:50:00,51.7,84500.0,127.0,WECC,Severe Weather- High Winds,,Northern California,2014.0,12.0,True,True
1695,2015,2015-01-07 17:00:00,2015-01-08 08:35:00,15.583333333333334,,,SERC,Severe Weather - Winter,Public appeal to reduce the use of electricity,Tennessee,2015.0,1.0,True,False
1696,2015,2015-01-07 17:00:00,2015-01-08 08:35:00,15.583333333333334,,,SERC,Severe Weather - Winter,Public appeal to reduce the use of electricity,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",2015.0,1.0,True,False
1697,2015,2015-01-22 04:24:00,2015-01-22 05:55:00,1.5166666666666666,,,WECC,Vandalism,Suspected Physical Attack,"Portland, Oregon",2015.0,1.0,True,False
1698,2015,2015-01-26 14:39:00,2015-01-26 14:40:00,0.016666666666666666,,,WECC,Vandalism,Suspected Physical Attack,"Cave Junction, Oregon",2015.0,1.0,True,False
1699,2015,2015-01-27 10:30:00,2015-01-27 10:31:00,0.016666666666666666,0.0,0.0,SERC,Sabotage,Suspected Physical Attack,"Kountze, Texas",2015.0,1.0,True,True
1700,2015,2015-02-01 11:24:00,2015-02-01 11:44:00,0.3333333333333333,,,WECC,Vandalism,Suspected Physical Attack,"Weber County, Utah",2015.0,2.0,True,False
1701,2015,2015-02-02 09:40:00,2015-02-02 09:41:00,0.016666666666666666,,,TRE,Sabotage,Suspected Physical Attack,"Conroe, Texas",2015.0,2.0,True,False
1702,2015,2015-02-04 11:55:00,2015-02-04 11:56:00,0.016666666666666666,,,WECC,Vandalism,Suspected Physical Attack,"Vollmers, California",2015.0,2.0,True,False
1703,2015,2015-02-05 08:15:00,2015-02-05 08:17:00,0.03333333333333333,,,WECC,Vandalism,Suspected Physical Attack,"Cameron, Arizona",2015.0,2.0,True,False
1704,2015,2015-02-05 11:20:00,2015-02-05 11:21:00,0.016666666666666666,,,WECC,Vandalism,Suspected Physical Attack,"Dunismuir, California",2015.0,2.0,True,False
1705,2015,2015-02-06 20:58:00,,,65000.0,,WECC,Severe Weather - Wind,"Loss of electric service to more than 50,000 customers for 1 hour or more",Northern California,2015.0,2.0,False,True
1706,2015,2015-02-09 11:30:00,2015-02-09 13:15:00,1.75,,,WECC,Sabotage,Suspected Physical Attack,"Colorado Springs, Colorado",2015.0,2.0,True,False
1707,2015,2015-02-16 21:41:00,2015-02-18 07:00:00,33.31666666666667,186035.0,620.0,SERC,Severe Weather - Winter,"Loss of electric service to more than 50,000 customers for 1 hour or more","Northern/North Eastern, Georgia",2015.0,2.0,True,True
1708,2015,2015-02-16 21:00:00,2015-02-18 14:00:00,41.0,67189.0,,SERC,Severe Weather - Winter,"Loss of electric service to more than 50,000 customers for 1 hour or more","Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",2015.0,2.0,True,True
1709,2015,2015-02-17 09:00:00,2015-02-18 23:00:00,38.0,52000.0,,SERC,Severe Weather - Winter,"Loss of electric service to more than 50,000 customers for 1 hour or more","North Carolina, South Carolina",2015.0,2.0,True,True
1710,2015,2015-02-17 02:12:00,2015-02-18 16:00:00,37.8,68000.0,,SERC,Severe Weather - Winter,"Loss of electric service to more than 50,000 customers for 1 hour or more","North Carolina, South Carolina",2015.0,2.0,True,True
1711,2015,2015-02-17 06:20:00,2015-02-17 07:30:00,1.1666666666666667,,,WECC,Vandalism,Suspected Physical Attack,"Prescott Valley, Arizona",2015.0,2.0,True,False
1712,2015,2015-02-18 15:00:00,2015-02-20 09:00:00,42.0,,,SERC,Severe Weather - Winter,Public appeal to reduce the use of electricity,"Tennessee, Kentucky, Virginia, North Carolina, Georgia, Alabama, Missouri",2015.0,2.0,True,False
1713,2015,2015-02-19 14:30:00,2015-02-19 15:20:00,0.8333333333333334,,,WECC,Vandalism,Suspected Physical Attack,"Winslow, Arizona",2015.0,2.0,True,False
1714,2015,2015-02-20 06:00:00,2015-02-20 10:00:00,4.0,,,SERC,Severe Weather - Winter,System-wide voltage reductions of 3 percent or more,"North Carolina, South Carolina",2015.0,2.0,True,False
1715,2015,2015-02-21 08:34:00,2015-02-21 12:45:00,4.183333333333334,50000.0,,SERC,Severe Weather - Winter,"Loss of electric service to more than 50,000 customers for 1 hour or more","Fentress County, Tennessee",2015.0,2.0,True,True
1716,2015,2015-02-26 03:12:00,2015-02-26 20:00:00,16.8,124000.0,,SERC,Severe Weather - Winter,"Loss of electric service to more than 50,000 customers for 1 hour or more","North Carolina, South Carolina",2015.0,2.0,True,True
1717,2015,2015-02-26 03:30:00,2015-02-27 12:00:00,32.5,103776.0,400.0,SERC,Severe Weather - Winter,"Loss of electric service to more than 50,000 customers for 1 hour or more",North Carolina,2015.0,2.0,True,True
1718,2015,2015-03-04 09:05:00,2015-03-04 14:15:00,5.166666666666667,,,SERC,Vandalism,Suspected Physical Attack,"Johnson City , Tennessee",2015.0,3.0,True,False
1719,2015,2015-03-09 23:50:00,2015-03-10 10:53:00,11.05,,,WECC,Vandalism,Suspected Physical Attack,Washington,2015.0,3.0,True,False
1720,2015,2015-03-15 15:30:00,2015-03-15 19:00:00,3.5,71000.0,210.0,WECC,Severe Weather - Wind,"Loss of electric service to more than 50,000 customers for 1 hour or more","Greater Portland & Salem , Oregon",2015.0,3.0,True,True
1721,2015,2015-03-16 07:31:00,2015-03-16 10:06:00,2.5833333333333335,5941.0,20.0,MRO,Sabotage,Suspected Physical Attack,"Winona , Minnesota",2015.0,3.0,True,True
1722,2015,2015-03-19 18:30:00,2015-03-19 21:37:00,3.1166666666666667,,,SPP,Vandalism,Suspected Physical Attack,Southwest Kansas,2015.0,3.0,True,False
1723,2015,2015-03-22 16:25:00,2015-03-22 16:26:00,0.016666666666666666,0.0,24.0,RFC,Vandalism,Suspected Physical Attack,West Virginia,2015.0,3.0,True,True
1724,2015,2015-03-26 15:21:00,2015-03-26 16:59:00,1.6333333333333333,,15.0,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,"Contra Costa County, California",2015.0,3.0,True,False
1725,2015,2015-03-29 04:26:00,2015-03-29 09:21:00,4.916666666666667,,,WECC,Vandalism,Suspected Physical Attack,California,2015.0,3.0,True,False
1726,2015,2015-04-01 18:25:00,2015-04-01 18:26:00,0.016666666666666666,37.0,,WECC,Vandalism,Suspected Physical Attack,"San Juan County, Utah",2015.0,4.0,True,True
1727,2015,2015-04-02 07:04:00,2015-04-02 08:57:00,1.8833333333333333,5763.0,6.0,WECC,Vandalism,Suspected Physical Attack,"San Juan County, Utah",2015.0,4.0,True,True
1728,2015,2015-04-03 02:00:00,2015-04-03 07:48:00,5.8,70000.0,,SPP,Severe Weather - Thunderstorms,"Loss of electric service to more than 50,000 customers for 1 hour or more","Harvey, Reno, and Sedgwick Counties, Kansas",2015.0,4.0,True,True
1729,2015,2015-04-06 08:12:00,2015-04-06 12:08:00,3.933333333333333,80000.0,,WECC,System Operations,"Loss of electric service to more than 50,000 customers for 1 hour or more","Butte County, California",2015.0,4.0,True,True
1730,2015,2015-04-07 12:30:00,2015-04-07 17:34:00,5.066666666666666,,,RFC,System Operations,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Unknown,2015.0,4.0,True,False
1731,2015,2015-04-07 15:34:00,2015-04-07 15:46:00,0.2,0.0,0.0,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,California,2015.0,4.0,True,True
1732,2015,2015-04-17 21:30:00,2015-04-19 23:50:00,50.333333333333336,280982.0,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Houston, Texas",2015.0,4.0,True,True
1733,2015,2015-04-17 09:16:00,2015-04-17 11:00:00,1.7333333333333334,,9300.0,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Canada,2015.0,4.0,True,False
1734,2015,2015-04-18 21:00:00,2015-04-21 04:00:00,55.0,89000.0,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Dallas, Fort Worth, Texas",2015.0,4.0,True,True
1735,2015,2015-04-24 19:10:00,2015-04-26 16:00:00,44.833333333333336,57000.0,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Dallas, Fort Worth, Texas",2015.0,4.0,True,True
1736,2015,2015-04-27 10:30:00,2015-04-28 18:45:00,32.25,199000.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Louisiana and Texas,2015.0,4.0,True,True
1737,2015,2015-05-02 22:51:00,2015-05-03 00:26:00,1.5833333333333333,215.0,1.0,SERC,Vandalism,Suspected Physical Attack,"Franklin County, Tennessee",2015.0,5.0,True,True
1738,2015,2015-05-04 15:25:00,2015-05-04 15:26:00,0.016666666666666666,,,WECC,Vandalism,Suspected Physical Attack,"Salt Lake County, Utah",2015.0,5.0,True,False
1739,2015,2015-05-11 08:32:00,2015-05-11 08:33:00,0.016666666666666666,0.0,0.0,WECC,Sabotage,Suspected Physical Attack,"Shasta County, California",2015.0,5.0,True,True
1740,2015,2015-05-12 00:40:00,2015-05-12 00:45:00,0.08333333333333333,0.0,0.0,SERC,Sabotage,Suspected Physical Attack,"Coahoma County, Mississippi",2015.0,5.0,True,True
1741,2015,2015-05-18 15:28:00,2015-05-18 15:47:00,0.31666666666666665,0.0,275.0,WECC,Severe Weather,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Washington,2015.0,5.0,True,True
1742,2015,2015-05-25 18:00:00,2015-05-29 07:15:00,85.25,454000.0,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",North Texas,2015.0,5.0,True,True
1743,2015,2015-05-25 22:45:00,2015-05-28 01:25:00,50.666666666666664,61000.0,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Fort Bend County, & Harris County ,Texas",2015.0,5.0,True,True
1744,2015,2015-05-25 20:30:00,2015-05-26 18:30:00,22.0,57531.0,,SPP,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Texas,2015.0,5.0,True,True
1745,2015,2015-05-25 20:30:00,,,57351.0,,SPP,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Texas, Louisiana, Arkansas",2015.0,5.0,False,True
1746,2015,2015-05-26 05:30:00,2015-05-27 19:00:00,37.5,78515.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Texas, Louisiana, Arkansas, Mississippi",2015.0,5.0,True,True
1747,2015,2015-06-01 00:27:00,2015-06-01 02:15:00,1.8,110.0,2.0,SERC,Vandalism,Suspected Physical Attack,"Daviess County, Kentucky",2015.0,6.0,True,True
1748,2015,2015-06-01 19:19:00,2015-06-02 08:36:00,13.283333333333333,484.0,5.0,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,California,2015.0,6.0,True,True
1749,2015,2015-06-02 18:58:00,2015-06-02 19:24:00,0.43333333333333335,727.0,5.0,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,California,2015.0,6.0,True,True
1750,2015,2015-06-03 15:00:00,2015-06-05 17:00:00,50.0,,,TRE,System Operations,Public appeal to reduce the use of electricity,Texas,2015.0,6.0,True,False
1751,2015,2015-06-07 13:54:00,2015-06-07 14:13:00,0.31666666666666665,,926.0,SERC,System Operations,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident

System-wide voltage reductions of 3 percent or more","Shelby County, Tennessee",2015.0,6.0,True,False
1752,2015,2015-06-07 13:52:00,2015-06-07 14:13:00,0.35,,,SERC,System Operations,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Tennessee,2015.0,6.0,True,False
1753,2015,2015-06-08 00:00:00,,,,176.0,WECC,System Operations,Fuel supply emergencies that could impact electric power system adequacy or reliability,"Merced County, California",2015.0,6.0,False,False
1754,2015,2015-06-20 13:52:00,2015-06-20 15:30:00,1.6333333333333333,0.0,,WECC,Vandalism,Suspected Physical Attack,"Solano County, California",2015.0,6.0,True,True
1755,2015,2015-06-23 18:00:00,2015-06-30 18:00:00,168.0,263000.0,,RFC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Gloucester County, Burlington County, Atlantic County, Cape May County, New Jersey",2015.0,6.0,True,True
1756,2015,2015-06-23 17:06:00,2015-06-26 16:00:00,70.9,65000.0,,RFC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","New Castle County, Delaware",2015.0,6.0,True,True
1757,2015,2015-06-23 17:30:00,2015-06-23 19:00:00,1.5,200000.0,,RFC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Delaware County, PA; Chester County, PA",2015.0,6.0,True,True
1758,2015,2015-06-23 18:30:00,2015-06-24 05:00:00,10.5,62442.0,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Connecticut, Maine, Massachusetts, New Hampshire, Rhode Island, Vermont",2015.0,6.0,True,True
1759,2015,2015-06-23 18:18:00,2015-06-23 20:30:00,2.2,156338.0,198.0,RFC,System Operations,"Load shedding of 100 Megawatts or more implemented under emergency operational policy

Loss of electric service to more than 50,000 customers for 1 hour or more",New Jersey,2015.0,6.0,True,True
1760,2015,2015-06-23 18:26:00,,,73000.0,90.0,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",New Jersey,2015.0,6.0,False,True
1761,2015,2015-06-26 02:00:00,,,110000.0,,SPP,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Kansas,2015.0,6.0,False,True
1762,2015,2015-06-27 17:00:00,2015-06-30 17:18:00,72.3,68000.0,,RFC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Wayne County, Michigan",2015.0,6.0,True,True
1763,2015,2015-06-29 19:21:00,2015-06-29 19:42:00,0.35,0.0,0.0,WECC,Severe Weather,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Washington,2015.0,6.0,True,True
1764,2015,2015-06-30 14:00:00,2015-06-30 21:00:00,7.0,,,WECC,Severe Weather,Public appeal to reduce the use of electricity,California,2015.0,6.0,True,False
1765,2015,2015-06-30 10:50:00,2015-07-01 21:00:00,34.166666666666664,,,WECC,Severe Weather,Public appeal to reduce the use of electricity,California,2015.0,6.0,True,False
1766,2015,2015-07-03 08:30:00,2015-07-03 14:30:00,6.0,0.0,0.0,WECC,Suspicious Activity,Suspected Physical Attack,"Butte County, California",2015.0,7.0,True,True
1767,2015,2015-07-03 17:17:00,2015-07-03 23:30:00,6.216666666666667,30000.0,350.0,TRE,System Operations,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Texas,2015.0,7.0,True,True
1768,2015,2015-07-13 14:14:00,2015-07-16 06:00:00,63.766666666666666,68339.0,480.0,RFC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Ohio, Kentucky",2015.0,7.0,True,True
1769,2015,2015-07-13 19:40:00,2015-07-15 12:15:00,40.583333333333336,52739.0,,RFC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Virginia,2015.0,7.0,True,True
1770,2015,2015-07-14 15:29:00,2015-07-15 11:55:00,20.433333333333334,,,SPP,Severe Weather,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,Arkansas,2015.0,7.0,True,False
1771,2015,2015-07-14 20:00:00,2015-07-15 09:23:00,13.383333333333333,111644.0,366.0,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Alabama,2015.0,7.0,True,True
1772,2015,2015-07-15 02:00:00,2015-07-15 02:55:00,0.9166666666666666,0.0,360.0,WECC,System Operations,Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident,California,2015.0,7.0,True,True
1773,2015,2015-07-16 16:45:00,2015-07-16 17:48:00,1.05,17311.0,117.0,SPP,System Operations,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Texas,2015.0,7.0,True,True
1774,2015,2015-07-18 02:00:00,2015-07-19 07:00:00,29.0,250000.0,250.0,MRO,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","Henepin and Ramsey County, Minnesota",2015.0,7.0,True,True
1775,2015,2015-07-18 18:26:00,2015-07-18 21:03:00,2.6166666666666667,70.0,30.0,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,California,2015.0,7.0,True,True
1776,2015,2015-07-18 19:59:00,2015-07-18 22:45:00,2.7666666666666666,78164.0,160.0,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",California,2015.0,7.0,True,True
1777,2015,2015-07-21 12:47:00,2015-07-21 13:12:00,0.4166666666666667,,200.0,WECC,System Operations,Load shedding of 100 Megawatts or more implemented under emergency operational policy,Washington,2015.0,7.0,True,False
1778,2015,2015-07-27 03:52:00,2015-07-27 04:36:00,0.7333333333333333,484.0,,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,California,2015.0,7.0,True,True
1779,2015,2015-07-28 12:05:00,2015-07-28 12:26:00,0.35,,150.0,,System Operations,System-wide voltage reductions of 3 percent or more,Puerto Rico,2015.0,7.0,True,False
1780,2015,2015-07-29 16:45:00,2015-07-29 21:00:00,4.25,0.0,500.0,NPCC,System Operations,Fuel supply emergencies that could impact electric power system adequacy or reliability,New York,2015.0,7.0,True,True
1781,2015,2015-07-30 09:50:00,2015-07-30 19:00:00,9.166666666666666,,,TRE,System Operations,Public appeal to reduce the use of electricity,Texas,2015.0,7.0,True,False
1782,2015,2015-07-30 13:00:00,,,0.0,0.0,SERC,Vandalism,Suspected Physical Attack,Tennessee,2015.0,7.0,False,True
1783,2015,2015-07-31 10:55:00,,,0.0,9.0,WECC,System Operations,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational,Washington,2015.0,7.0,False,True
1784,2015,2015-08-02 17:45:00,2015-08-04 03:00:00,33.25,162000.0,,RFC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Michigan: Emmet County; Grand Traverse County; Leelanau County; Kalkaska County; Benzie County; Manistee County; Wexford County; Missaukee County; Mecosta County;,2015.0,8.0,True,True
1785,2015,2015-08-03 00:30:00,2015-08-03 02:00:00,1.5,115000.0,,RFC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Illinois,2015.0,8.0,True,True
1786,2015,2015-08-03 01:00:00,2015-08-05 00:00:00,47.0,72520.0,,RFC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Michigan,2015.0,8.0,True,True
1787,2015,2015-08-03 08:27:00,2015-08-04 01:18:00,16.85,,0.0,WECC,Sabotage,Suspected Physical Attack,Arizona: New Mexico,2015.0,8.0,True,False
1788,2015,2015-08-04 07:17:00,2015-08-05 12:52:00,29.583333333333332,132000.0,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Massachusetts: Rhode Island:,2015.0,8.0,True,True
1789,2015,2015-08-11 19:30:00,2015-08-13 04:05:00,32.583333333333336,100000.0,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Texas: Houston;,2015.0,8.0,True,True
1790,2015,2015-08-13 15:15:00,2015-08-13 19:00:00,3.75,,,TRE,Other,Public appeal to reduce the use of electricity,Texas: Williamson County;,2015.0,8.0,True,False
1791,2015,2015-08-27 21:51:00,2015-08-28 18:00:00,20.15,,360.0,WECC,System Operations,"Uncontrolled loss of 300 Megawatts or more of firm system loads for more than 15 minutes from a single incident / Loss of electric service to more than 50,000 customers for 1 hour or more",Puerto Rico,2015.0,8.0,True,False
1792,2015,2015-08-29 10:00:00,,,500000.0,,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Washington,2015.0,8.0,False,True
1793,2015,2015-08-29 11:00:00,2015-09-04 15:00:00,148.0,250000.0,250.0,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more","King County, Skagit County, Whatcom County, Kitsap County, Pierce County, Thurston County, Island County, Washington",2015.0,8.0,True,True
1794,2015,2015-08-29 13:00:00,2015-08-31 07:00:00,42.0,64000.0,1200.0,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Washington: King County;,2015.0,8.0,True,True
1795,2015,2015-09-03 02:33:00,2015-09-03 06:25:00,3.8666666666666667,50114.0,,RFC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Michigan,2015.0,9.0,True,True
1796,2015,2015-09-13 17:56:00,2015-09-13 20:37:00,2.683333333333333,0.0,0.0,NPCC,Vandalism,Suspected Physical Attack,New York: Dutchess County;,2015.0,9.0,True,True
1797,2015,2015-09-20 13:12:00,2015-09-20 13:44:00,0.5333333333333333,,150.0,WECC,System Operations,Load shedding of 100 Megawatts or more implemented under emergency operational policy,California,2015.0,9.0,True,False
1798,2015,2015-09-29 15:40:00,2015-09-29 15:41:00,0.016666666666666666,,,WECC,Vandalism,Suspected Physical Attack,Oregon,2015.0,9.0,True,False
1799,2015,2015-10-13 06:30:00,2015-10-13 08:30:00,2.0,0.0,0.0,WECC,Vandalism,Suspected Physical Attack,Utah: Emery County;,2015.0,10.0,True,True
1800,2015,2015-10-13 10:25:00,2015-10-13 18:00:00,7.583333333333333,,,TRE,Other,Public appeal to reduce the use of electricity,Texas,2015.0,10.0,True,False
1801,2015,2015-10-13 16:32:00,2015-10-13 20:39:00,4.116666666666666,,41788.0,WECC,Other,Public appeal to reduce the use of electricity,California,2015.0,10.0,True,False
1802,2015,2015-10-16 12:25:00,2015-10-16 12:56:00,0.5166666666666667,0.0,0.0,WECC,Vandalism,Suspected Physical Attack,Utah,2015.0,10.0,True,True
1803,2015,2015-10-18 07:00:00,2015-10-18 23:29:00,16.483333333333334,55677.0,88.0,WECC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",California: Central Coast area;,2015.0,10.0,True,True
1804,2015,2015-10-23 09:42:00,2015-10-23 13:26:00,3.7333333333333334,300000.0,500.0,,System Operations,"Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational / Load shedding of 100 Megawatts or more implemented under emergency operational policy / System-wide voltage reductions of 3 percent of more / Loss of electric service to more than 50,000 customers for 1 hour or more",Puerto Rico,2015.0,10.0,True,True
1805,2015,2015-10-28 13:38:00,2015-10-29 17:00:00,27.366666666666667,35000.0,,RFC,Other,Suspected Physical Attack,Pennsylvania: Columbia County; Montour County; Northumberland County;,2015.0,10.0,True,True
1806,2015,2015-10-30 15:00:00,2015-10-30 16:00:00,1.0,0.0,0.0,WECC,Other,Suspected Physical Attack,Oregon: Josephine County;,2015.0,10.0,True,True
1807,2015,2015-10-31 00:45:00,2015-11-01 16:05:00,39.333333333333336,130252.0,,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Texas: Harris County;,2015.0,10.0,True,True
