event_id,year_sheet,event_start_ts,event_end_ts,outage_duration_hours,customers_affected,demand_loss_mw,nerc_region,event_type,alert_criteria,area_affected_raw,event_year,event_month,has_end_ts,has_customers_affected
2260,2018,2018-08-28 23:41:00,2018-08-29 00:13:00,0.5333333333333333,0.0,0.0,RF,System Operations,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.,Ohio: Montgomery County;,2018.0,8.0,True,True
2261,2018,2018-08-28 20:00:00,2018-08-30 14:59:00,42.983333333333334,110000.0,,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more.","Michigan: Benzie County, Barry County, Grand Traverse County, Kalkaska County, Mason County, Oceana County, Muskegon County, Kent County, Newaygo County, Montcalm County, Mecosta County, Antrim County, Eaton County, Ionia County, Isabella County, Clare County, Saginaw County;",2018.0,8.0,True,True
2262,2018,2018-08-29 03:27:00,2018-08-29 04:00:00,0.55,0.0,0.0,RF,Suspicious Activity,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center.",Maryland: Montgomery County; District of Columbia:,2018.0,8.0,True,True
2263,2018,2018-08-29 00:00:00,2018-08-30 00:00:00,24.0,100000.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Illinois:,2018.0,8.0,True,True
2264,2018,2018-08-29 09:00:00,2018-08-29 09:06:00,0.1,0.0,0.0,SERC,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Arkansas:,2018.0,8.0,True,True
2265,2018,2018-08-30 12:00:00,2018-08-30 12:20:00,0.3333333333333333,0.0,0.0,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems.,California:,2018.0,8.0,True,True
2266,2018,2018-08-31 15:07:00,2018-08-31 15:31:00,0.4,50000.0,96.0,WECC,Natural Disaster/Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Oregon:,2018.0,8.0,True,True
2267,2018,2018-08-31 18:34:00,2018-08-31 18:40:00,0.1,0.0,0.0,NPCC,Suspicious Activity,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. OR suspicious device or activity at its Bulk Electric System control center.","New York: New York County, Westchester County;",2018.0,8.0,True,True
2268,2018,2018-09-01 00:00:00,2018-09-01 15:22:00,15.366666666666667,0.0,0.0,SPP RE,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Arkansas:,2018.0,9.0,True,True
2269,2018,2018-09-05 13:00:00,2018-09-05 13:01:00,0.016666666666666666,,,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,California: Kern County;,2018.0,9.0,True,False
2270,2018,2018-09-06 02:26:00,2018-09-06 02:27:00,0.016666666666666666,0.0,0.0,FRCC,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Florida: Hillsborough County;,2018.0,9.0,True,True
2271,2018,2018-09-12 22:00:00,2018-09-12 22:05:00,0.08333333333333333,0.0,0.0,TRE,Suspicious Activity,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Texas:,2018.0,9.0,True,True
2272,2018,2018-09-13 20:56:00,2018-09-20 19:00:00,166.06666666666666,1457583.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more.",North Carolina: South Carolina:,2018.0,9.0,True,True
2273,2018,2018-09-13 20:30:00,2018-09-19 17:00:00,140.5,325000.0,300.0,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more.",North Carolina:,2018.0,9.0,True,True
2274,2018,2018-09-15 15:00:00,2018-09-15 18:00:00,3.0,420000.0,1322.0,SERC,System Operations,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Mississippi: Forrest County;,2018.0,9.0,True,True
2275,2018,2018-09-15 01:05:00,2018-09-17 16:00:00,62.916666666666664,50100.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more.","South Carolina: Horry County, Chesterfield County, Dillon County, Georgetown County, Marlboro County, Darlington County;",2018.0,9.0,True,True
2276,2018,2018-09-15 15:00:00,2018-09-15 18:00:00,3.0,,,SERC,System Operations,Public appeal to reduce the use of electricity for purposes of maintaining the continuity of the Bulk Electric System.,Louisiana:,2018.0,9.0,True,False
2277,2018,2018-09-16 08:00:00,2018-09-18 19:40:00,59.666666666666664,50000.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more.",North Carolina: South Carolina:,2018.0,9.0,True,True
2278,2018,2018-09-19 11:00:00,2018-09-20 12:00:00,25.0,0.0,0.0,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Indiana: Benton County;,2018.0,9.0,True,True
2279,2018,2018-09-20 12:39:00,,,0.0,0.0,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Nevada: Clark County;,2018.0,9.0,False,True
2280,2018,2018-09-22 15:23:00,2018-09-22 23:00:00,7.616666666666666,2500.0,3507.0,WECC,Natural Disaster,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",California: Los Angeles County;,2018.0,9.0,True,True
2281,2018,2018-09-25 00:33:00,2018-09-25 03:10:00,2.6166666666666667,0.0,0.0,SERC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Illinois:,2018.0,9.0,True,True
2282,2018,2018-09-26 13:54:00,2018-09-26 17:58:00,4.066666666666666,0.0,0.0,TRE,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Texas: Harris County;,2018.0,9.0,True,True
2283,2018,2018-09-28 18:58:00,2018-09-28 19:29:00,0.5166666666666667,0.0,0.0,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Ohio:,2018.0,9.0,True,True
2284,2018,2018-10-01 12:44:00,2018-10-01 17:32:00,4.8,,,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Ohio: Indiana: Michigan: Kentucky: West Virginia: Virginia:,2018.0,10.0,True,False
2285,2018,2018-10-03 07:38:00,2018-10-03 07:48:00,0.16666666666666666,0.0,0.0,SERC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Illinois:,2018.0,10.0,True,True
2286,2018,2018-10-04 06:00:00,2018-10-04 08:00:00,2.0,2089.0,4.0,SPP RE,Vandalism,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Oklahoma: Osage County;,2018.0,10.0,True,True
2287,2018,2018-10-04 16:01:00,2018-10-04 18:25:00,2.4,0.0,0.0,WECC,Suspicious Activity,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,California:,2018.0,10.0,True,True
2288,2018,2018-10-09 20:12:00,2018-10-09 21:12:00,1.0,0.0,0.0,WECC,System Operations,"Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more;
Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.",Colorado: El Paso County;,2018.0,10.0,True,True
2289,2018,2018-10-10 11:59:00,,,45604.0,152.0,FRCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Florida: Alabama: Georgia:,2018.0,10.0,False,True
2290,2018,2018-10-10 16:00:00,2018-10-19 06:00:00,206.0,55000.0,330.0,FRCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Florida:,2018.0,10.0,True,True
2291,2018,2018-10-10 17:00:00,2018-10-15 05:00:00,108.0,0.0,0.0,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Utah:,2018.0,10.0,True,True
2292,2018,2018-10-10 14:00:00,2018-10-11 06:00:00,16.0,60717.0,135.0,FRCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Florida:,2018.0,10.0,True,True
2293,2018,2018-10-10 05:41:00,2018-10-10 07:54:00,2.216666666666667,0.0,0.0,NPCC,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Maine:,2018.0,10.0,True,True
2294,2018,2018-10-11 16:42:00,2018-10-12 21:00:00,28.3,170222.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",North Carolina: South Carolina:,2018.0,10.0,True,True
2295,2018,2018-10-11 18:55:00,2018-10-12 12:00:00,17.083333333333332,117000.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",North Carolina:,2018.0,10.0,True,True
2296,2018,2018-10-11 13:15:00,,,240807.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",North Carolina: South Carolina:,2018.0,10.0,False,True
2297,2018,2018-10-11 07:21:00,2018-10-11 15:00:00,7.65,71654.0,,SERC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",South Carolina:,2018.0,10.0,True,True
2298,2018,2018-10-12 03:36:00,2018-10-12 13:56:00,10.333333333333334,0.0,0.0,RF,Transmission Interruption,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Maryland: Garrett County;,2018.0,10.0,True,True
2299,2018,2018-10-14 22:11:00,,,60000.0,,WECC,Natural Disaster,"Loss of electric service to more than 50,000 customers for 1 hour or more",California:,2018.0,10.0,False,True
2300,2018,2018-10-16 04:15:00,2018-10-16 17:11:00,12.933333333333334,18000.0,,NPCC,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Connecticut: Rhode Island: Massachusetts: Vermont: New Hampshire: Maine:,2018.0,10.0,True,True
2301,2018,2018-10-21 00:16:00,2018-10-21 16:14:00,15.966666666666667,63408.0,,RF,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",West Virginia:,2018.0,10.0,True,True
2302,2018,2018-10-22 10:25:00,2018-10-22 10:31:00,0.1,0.0,0.0,WECC,Vandalism,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Utah: Salt Lake County;,2018.0,10.0,True,True
2303,2018,2018-10-24 12:32:00,2018-10-24 13:33:00,1.0166666666666666,0.0,0.0,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Michigan: Wayne County;,2018.0,10.0,True,True
2304,2018,2018-10-29 05:00:00,2018-11-07 07:00:00,218.0,0.0,0.0,WECC,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,California: Shasta County;,2018.0,10.0,True,True
2305,2018,2018-10-29 08:39:00,,,0.0,0.0,MRO,Vandalism,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems,Minnesota: Douglas County;,2018.0,10.0,False,True
2306,2018,2018-10-30 14:02:00,2018-10-30 14:42:00,0.6666666666666666,0.0,0.0,RF,System Operations,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,"Maryland: Baltimore, City of;",2018.0,10.0,True,True
2307,2018,2018-10-31 19:30:00,2018-11-01 18:55:00,23.416666666666668,140932.0,402.0,TRE,Severe Weather,"Loss of electric service to more than 50,000 customers for 1 hour or more",Texas: Harris County;,2018.0,10.0,True,True
